Application,Proceeding,ProceedingDocuments,ProceedingHome
28481-A001,28481,https://www2.auc.ab.ca/Proceeding28481/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding28481/SitePages/ManageApplications.aspx?AppNumber=28481-A001
28474-A002,28474,https://www2.auc.ab.ca/Proceeding28474/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding28474/SitePages/ManageApplications.aspx?AppNumber=28474-A002
28469-A001,28469,https://www2.auc.ab.ca/Proceeding28469/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding28469/SitePages/ManageApplications.aspx?AppNumber=28469-A001
28439-A001,28439,https://www2.auc.ab.ca/Proceeding28439/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding28439/SitePages/ManageApplications.aspx?AppNumber=28439-A001
28438-A001,28438,https://www2.auc.ab.ca/Proceeding28438/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding28438/SitePages/ManageApplications.aspx?AppNumber=28438-A001
28435-A002,28435,https://www2.auc.ab.ca/Proceeding28435/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding28435/SitePages/ManageApplications.aspx?AppNumber=28435-A002
28435-A001,28435,https://www2.auc.ab.ca/Proceeding28435/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding28435/SitePages/ManageApplications.aspx?AppNumber=28435-A001
28411-A001,28411,https://www2.auc.ab.ca/Proceeding28411/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding28411/SitePages/ManageApplications.aspx?AppNumber=28411-A001
28384-A001,28384,https://www2.auc.ab.ca/Proceeding28384/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding28384/SitePages/ManageApplications.aspx?AppNumber=28384-A001
28359-A001,28359,https://www2.auc.ab.ca/Proceeding28359/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding28359/SitePages/ManageApplications.aspx?AppNumber=28359-A001
28335-A001,28335,https://www2.auc.ab.ca/Proceeding28335/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding28335/SitePages/ManageApplications.aspx?AppNumber=28335-A001
28325-A006,28325,https://www2.auc.ab.ca/Proceeding28325/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding28325/SitePages/ManageApplications.aspx?AppNumber=28325-A006
28325-A005,28325,https://www2.auc.ab.ca/Proceeding28325/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding28325/SitePages/ManageApplications.aspx?AppNumber=28325-A005
28325-A004,28325,https://www2.auc.ab.ca/Proceeding28325/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding28325/SitePages/ManageApplications.aspx?AppNumber=28325-A004
28325-A003,28325,https://www2.auc.ab.ca/Proceeding28325/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding28325/SitePages/ManageApplications.aspx?AppNumber=28325-A003
28325-A002,28325,https://www2.auc.ab.ca/Proceeding28325/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding28325/SitePages/ManageApplications.aspx?AppNumber=28325-A002
28325-A001,28325,https://www2.auc.ab.ca/Proceeding28325/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding28325/SitePages/ManageApplications.aspx?AppNumber=28325-A001
28316-A001,28316,https://www2.auc.ab.ca/Proceeding28316/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding28316/SitePages/ManageApplications.aspx?AppNumber=28316-A001
28315-A001,28315,https://www2.auc.ab.ca/Proceeding28315/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding28315/SitePages/ManageApplications.aspx?AppNumber=28315-A001
28309-A001,28309,https://www2.auc.ab.ca/Proceeding28309/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding28309/SitePages/ManageApplications.aspx?AppNumber=28309-A001
28308-A001,28308,https://www2.auc.ab.ca/Proceeding28308/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding28308/SitePages/ManageApplications.aspx?AppNumber=28308-A001
28302-A002,28302,https://www2.auc.ab.ca/Proceeding28302/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding28302/SitePages/ManageApplications.aspx?AppNumber=28302-A002
28302-A001,28302,https://www2.auc.ab.ca/Proceeding28302/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding28302/SitePages/ManageApplications.aspx?AppNumber=28302-A001
28298-A002,28298,https://www2.auc.ab.ca/Proceeding28298/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding28298/SitePages/ManageApplications.aspx?AppNumber=28298-A002
28298-A001,28298,https://www2.auc.ab.ca/Proceeding28298/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding28298/SitePages/ManageApplications.aspx?AppNumber=28298-A001
28297-A001,28297,https://www2.auc.ab.ca/Proceeding28297/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding28297/SitePages/ManageApplications.aspx?AppNumber=28297-A001
28295-A001,28295,https://www2.auc.ab.ca/Proceeding28295/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding28295/SitePages/ManageApplications.aspx?AppNumber=28295-A001
28259-A001,28259,https://www2.auc.ab.ca/Proceeding28259/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding28259/SitePages/ManageApplications.aspx?AppNumber=28259-A001
28249-A001,28249,https://www2.auc.ab.ca/Proceeding28249/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding28249/SitePages/ManageApplications.aspx?AppNumber=28249-A001
28200-A001,28200,https://www2.auc.ab.ca/Proceeding28200/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding28200/SitePages/ManageApplications.aspx?AppNumber=28200-A001
28191-A001,28191,https://www2.auc.ab.ca/Proceeding28191/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding28191/SitePages/ManageApplications.aspx?AppNumber=28191-A001
28185-A001,28185,https://www2.auc.ab.ca/Proceeding28185/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding28185/SitePages/ManageApplications.aspx?AppNumber=28185-A001
28179-A001,28179,https://www2.auc.ab.ca/Proceeding28179/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding28179/SitePages/ManageApplications.aspx?AppNumber=28179-A001
28140-A002,28140,https://www2.auc.ab.ca/Proceeding28140/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding28140/SitePages/ManageApplications.aspx?AppNumber=28140-A002
28140-A001,28140,https://www2.auc.ab.ca/Proceeding28140/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding28140/SitePages/ManageApplications.aspx?AppNumber=28140-A001
28124-A001,28124,https://www2.auc.ab.ca/Proceeding28124/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding28124/SitePages/ManageApplications.aspx?AppNumber=28124-A001
27916-A002,27916,https://www2.auc.ab.ca/Proceeding27916/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27916/SitePages/ManageApplications.aspx?AppNumber=27916-A002
28086-A001,28086,https://www2.auc.ab.ca/Proceeding28086/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding28086/SitePages/ManageApplications.aspx?AppNumber=28086-A001
28085-A001,28085,https://www2.auc.ab.ca/Proceeding28085/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding28085/SitePages/ManageApplications.aspx?AppNumber=28085-A001
28084-A001,28084,https://www2.auc.ab.ca/Proceeding28084/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding28084/SitePages/ManageApplications.aspx?AppNumber=28084-A001
28083-A001,28083,https://www2.auc.ab.ca/Proceeding28083/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding28083/SitePages/ManageApplications.aspx?AppNumber=28083-A001
28079-A001,28079,https://www2.auc.ab.ca/Proceeding28079/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding28079/SitePages/ManageApplications.aspx?AppNumber=28079-A001
28042-A001,28042,https://www2.auc.ab.ca/Proceeding28042/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding28042/SitePages/ManageApplications.aspx?AppNumber=28042-A001
27991-A002,27991,https://www2.auc.ab.ca/Proceeding27991/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27991/SitePages/ManageApplications.aspx?AppNumber=27991-A002
27988-A001,27988,https://www2.auc.ab.ca/Proceeding27988/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27988/SitePages/ManageApplications.aspx?AppNumber=27988-A001
27979-A001,27979,https://www2.auc.ab.ca/Proceeding27979/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27979/SitePages/ManageApplications.aspx?AppNumber=27979-A001
27971-A001,27971,https://www2.auc.ab.ca/Proceeding27971/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27971/SitePages/ManageApplications.aspx?AppNumber=27971-A001
27966-A001,27966,https://www2.auc.ab.ca/Proceeding27966/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27966/SitePages/ManageApplications.aspx?AppNumber=27966-A001
27962-A001,27962,https://www2.auc.ab.ca/Proceeding27962/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27962/SitePages/ManageApplications.aspx?AppNumber=27962-A001
27963-A001,27963,https://www2.auc.ab.ca/Proceeding27963/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27963/SitePages/ManageApplications.aspx?AppNumber=27963-A001
27952-A001,27952,https://www2.auc.ab.ca/Proceeding27952/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27952/SitePages/ManageApplications.aspx?AppNumber=27952-A001
27946-A001,27946,https://www2.auc.ab.ca/Proceeding27946/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27946/SitePages/ManageApplications.aspx?AppNumber=27946-A001
27945-A001,27945,https://www2.auc.ab.ca/Proceeding27945/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27945/SitePages/ManageApplications.aspx?AppNumber=27945-A001
27941-A001,27941,https://www2.auc.ab.ca/Proceeding27941/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27941/SitePages/ManageApplications.aspx?AppNumber=27941-A001
27933-A001,27933,https://www2.auc.ab.ca/Proceeding27933/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27933/SitePages/ManageApplications.aspx?AppNumber=27933-A001
27929-A001,27929,https://www2.auc.ab.ca/Proceeding27929/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27929/SitePages/ManageApplications.aspx?AppNumber=27929-A001
27928-A001,27928,https://www2.auc.ab.ca/Proceeding27928/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27928/SitePages/ManageApplications.aspx?AppNumber=27928-A001
27918-A002,27918,https://www2.auc.ab.ca/Proceeding27918/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27918/SitePages/ManageApplications.aspx?AppNumber=27918-A002
27918-A001,27918,https://www2.auc.ab.ca/Proceeding27918/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27918/SitePages/ManageApplications.aspx?AppNumber=27918-A001
27916-A001,27916,https://www2.auc.ab.ca/Proceeding27916/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27916/SitePages/ManageApplications.aspx?AppNumber=27916-A001
27905-A001,27905,https://www2.auc.ab.ca/Proceeding27905/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27905/SitePages/ManageApplications.aspx?AppNumber=27905-A001
27906-A001,27906,https://www2.auc.ab.ca/Proceeding27906/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27906/SitePages/ManageApplications.aspx?AppNumber=27906-A001
27903-A002,27903,https://www2.auc.ab.ca/Proceeding27903/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27903/SitePages/ManageApplications.aspx?AppNumber=27903-A002
27903-A001,27903,https://www2.auc.ab.ca/Proceeding27903/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27903/SitePages/ManageApplications.aspx?AppNumber=27903-A001
27862-A003,27862,https://www2.auc.ab.ca/Proceeding27862/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27862/SitePages/ManageApplications.aspx?AppNumber=27862-A003
27885-A001,27885,https://www2.auc.ab.ca/Proceeding27885/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27885/SitePages/ManageApplications.aspx?AppNumber=27885-A001
27876-A001,27876,https://www2.auc.ab.ca/Proceeding27876/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27876/SitePages/ManageApplications.aspx?AppNumber=27876-A001
27862-A001,27862,https://www2.auc.ab.ca/Proceeding27862/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27862/SitePages/ManageApplications.aspx?AppNumber=27862-A001
27867-A001,27867,https://www2.auc.ab.ca/Proceeding27867/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27867/SitePages/ManageApplications.aspx?AppNumber=27867-A001
27858-A002,27858,https://www2.auc.ab.ca/Proceeding27858/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27858/SitePages/ManageApplications.aspx?AppNumber=27858-A002
27845-A003,27845,https://www2.auc.ab.ca/Proceeding27845/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27845/SitePages/ManageApplications.aspx?AppNumber=27845-A003
27843-A001,27843,https://www2.auc.ab.ca/Proceeding27843/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27843/SitePages/ManageApplications.aspx?AppNumber=27843-A001
27842-A001,27842,https://www2.auc.ab.ca/Proceeding27842/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27842/SitePages/ManageApplications.aspx?AppNumber=27842-A001
27838-A001,27838,https://www2.auc.ab.ca/Proceeding27838/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27838/SitePages/ManageApplications.aspx?AppNumber=27838-A001
27824-A001,27824,https://www2.auc.ab.ca/Proceeding27824/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27824/SitePages/ManageApplications.aspx?AppNumber=27824-A001
27823-A001,27823,https://www2.auc.ab.ca/Proceeding27823/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27823/SitePages/ManageApplications.aspx?AppNumber=27823-A001
27797-A001,27797,https://www2.auc.ab.ca/Proceeding27797/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27797/SitePages/ManageApplications.aspx?AppNumber=27797-A001
27788-A001,27788,https://www2.auc.ab.ca/Proceeding27788/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27788/SitePages/ManageApplications.aspx?AppNumber=27788-A001
27781-A001,27781,https://www2.auc.ab.ca/Proceeding27781/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27781/SitePages/ManageApplications.aspx?AppNumber=27781-A001
27778-A001,27778,https://www2.auc.ab.ca/Proceeding27778/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27778/SitePages/ManageApplications.aspx?AppNumber=27778-A001
27769-A001,27769,https://www2.auc.ab.ca/Proceeding27769/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27769/SitePages/ManageApplications.aspx?AppNumber=27769-A001
27766-A001,27766,https://www2.auc.ab.ca/Proceeding27766/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27766/SitePages/ManageApplications.aspx?AppNumber=27766-A001
27745-A001,27745,https://www2.auc.ab.ca/Proceeding27745/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27745/SitePages/ManageApplications.aspx?AppNumber=27745-A001
27699-A004,27699,https://www2.auc.ab.ca/Proceeding27699/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27699/SitePages/ManageApplications.aspx?AppNumber=27699-A004
27728-A002,27728,https://www2.auc.ab.ca/Proceeding27728/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27728/SitePages/ManageApplications.aspx?AppNumber=27728-A002
27726-A001,27726,https://www2.auc.ab.ca/Proceeding27726/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27726/SitePages/ManageApplications.aspx?AppNumber=27726-A001
27724-A001,27724,https://www2.auc.ab.ca/Proceeding27724/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27724/SitePages/ManageApplications.aspx?AppNumber=27724-A001
27721-A002,27721,https://www2.auc.ab.ca/Proceeding27721/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27721/SitePages/ManageApplications.aspx?AppNumber=27721-A002
27721-A001,27721,https://www2.auc.ab.ca/Proceeding27721/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27721/SitePages/ManageApplications.aspx?AppNumber=27721-A001
27712-A001,27712,https://www2.auc.ab.ca/Proceeding27712/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27712/SitePages/ManageApplications.aspx?AppNumber=27712-A001
27703-A001,27703,https://www2.auc.ab.ca/Proceeding27703/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27703/SitePages/ManageApplications.aspx?AppNumber=27703-A001
27702-A001,27702,https://www2.auc.ab.ca/Proceeding27702/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27702/SitePages/ManageApplications.aspx?AppNumber=27702-A001
27679-A001,27679,https://www2.auc.ab.ca/Proceeding27679/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27679/SitePages/ManageApplications.aspx?AppNumber=27679-A001
27652-A001,27652,https://www2.auc.ab.ca/Proceeding27652/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27652/SitePages/ManageApplications.aspx?AppNumber=27652-A001
27627-A001,27627,https://www2.auc.ab.ca/Proceeding27627/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27627/SitePages/ManageApplications.aspx?AppNumber=27627-A001
27623-A001,27623,https://www2.auc.ab.ca/Proceeding27623/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27623/SitePages/ManageApplications.aspx?AppNumber=27623-A001
27594-A001,27594,https://www2.auc.ab.ca/Proceeding27594/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27594/SitePages/ManageApplications.aspx?AppNumber=27594-A001
27592-A001,27592,https://www2.auc.ab.ca/Proceeding27592/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27592/SitePages/ManageApplications.aspx?AppNumber=27592-A001
27589-A001,27589,https://www2.auc.ab.ca/Proceeding27589/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27589/SitePages/ManageApplications.aspx?AppNumber=27589-A001
27582-A001,27582,https://www2.auc.ab.ca/Proceeding27582/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27582/SitePages/ManageApplications.aspx?AppNumber=27582-A001
27577-A001,27577,https://www2.auc.ab.ca/Proceeding27577/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27577/SitePages/ManageApplications.aspx?AppNumber=27577-A001
27572-A001,27572,https://www2.auc.ab.ca/Proceeding27572/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27572/SitePages/ManageApplications.aspx?AppNumber=27572-A001
27488-A001,27488,https://www2.auc.ab.ca/Proceeding27488/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding27488/SitePages/ManageApplications.aspx?AppNumber=27488-A001
